0.999942	  0
0.956301	  1
0.945323	  2
0.945323	  3
0.945323	  4
0.945323	  5
0.945323	  6
0.945323	  7
0.945323	  8
0.945323	  9
0.945323	  10
0.945323	  11
0.945323	  12
0.945323	  13
0.945323	  14
0.945323	  15
0.945323	  16
0.945323	  17
0.945323	  18
0.945323	  19
0.945323	  20
0.945323	  21
0.945323	  22
0.945323	  23
0.945323	  24
0.945323	  25
0.945323	  26
0.945323	  27
0.945323	  28
0.945323	  29
0.945323	  30
0.945323	  31
0.945323	  32
0.945323	  33
0.945323	  34
0.945323	  35
0.945323	  36
0.945323	  37
0.945323	  38
0.945323	  39
0.945323	  40
0.945323	  41
0.945323	  42
0.945323	  43
0.945323	  44
0.945323	  45
0.945323	  46
0.945323	  47
0.945323	  48
0.945323	  49
0.945323	  50
0.945323	  51
0.945323	  52
0.945323	  53
0.945323	  54
0.945323	  55
0.945323	  56
0.945323	  57
0.945323	  58
0.945323	  59
0.945323	  60
0.945323	  61
0.945323	  62
0.945323	  63
0.945323	  64
0.945323	  65
0.945323	  66
0.945323	  67
0.945323	  68
0.945323	  69
0.945323	  70
0.945323	  71
0.945323	  72
0.945323	  73
0.945323	  74
0.945323	  75
0.945323	  76
0.945323	  77
0.945323	  78
0.945323	  79
0.945323	  80
0.945323	  81
0.945323	  82
0.945323	  83
0.945323	  84
0.945323	  85
0.945323	  86
0.945323	  87
0.945323	  88
0.945323	  89
0.945323	  90
0.945323	  91
0.945323	  92
0.945323	  93
0.945323	  94
0.945323	  95
0.945323	  96
0.945323	  97
0.945323	  98
0.945323	  99
0.945323	  100
