0.999942	  0
0.999999	  1
0.989051	  2
0.989049	  3
0.989049	  4
0.989049	  5
0.989049	  6
0.989049	  7
0.989049	  8
0.989049	  9
0.989049	  10
0.989049	  11
0.989049	  12
0.989049	  13
0.989049	  14
0.989049	  15
0.989049	  16
0.989049	  17
0.989049	  18
0.989049	  19
0.989049	  20
0.989049	  21
0.989049	  22
0.989049	  23
0.989049	  24
0.989049	  25
0.989049	  26
0.989049	  27
0.989049	  28
0.989049	  29
0.989049	  30
0.989049	  31
0.989049	  32
0.989049	  33
0.989049	  34
0.989049	  35
0.989049	  36
0.989049	  37
0.989049	  38
0.989049	  39
0.989049	  40
0.989049	  41
0.989049	  42
0.989049	  43
0.989049	  44
0.989049	  45
0.989049	  46
0.989049	  47
0.989049	  48
0.989049	  49
0.989049	  50
0.989049	  51
0.989049	  52
0.989049	  53
0.989049	  54
0.989049	  55
0.989049	  56
0.989049	  57
0.989049	  58
0.989049	  59
0.989049	  60
0.989049	  61
0.989049	  62
0.989049	  63
0.989049	  64
0.989049	  65
0.989049	  66
0.989049	  67
0.989049	  68
0.989049	  69
0.989049	  70
0.989049	  71
0.989049	  72
0.989049	  73
0.989049	  74
0.989049	  75
0.989049	  76
0.989049	  77
0.989049	  78
0.989049	  79
0.989049	  80
0.989049	  81
0.989049	  82
0.989049	  83
0.989049	  84
0.989049	  85
0.989049	  86
0.989049	  87
0.989049	  88
0.989049	  89
0.989049	  90
0.989049	  91
0.989049	  92
0.989049	  93
0.989049	  94
0.989049	  95
0.989049	  96
0.989049	  97
0.989049	  98
0.989049	  99
0.989049	  100
